Customer_ID,Contract,Paperless_Billing,Payment_Method,Monthly_Charge,Total_Charges,Total_Refunds,Total_Extra_Data_Charges,Total_Long_Distance_Charges,Total_Revenue
54463-JAM,Month-to-Month,Yes,Mailed Check,80.0,80.0,0.0,0.0,39.0,119.0
54466-MAH,Two Year,Yes,Mailed Check,90.0,4318.0,0.0,0.0,551.0,4870.0
54470-MAD,One Year,No,Bank Withdrawal,20.0,275.0,0.0,0.0,509.0,785.0
54479-GUJ,Two Year,Yes,Bank Withdrawal,74.0,3721.0,0.0,0.0,367.0,4089.0
54490-AND,One Year,Yes,Credit Card,64.0,1274.0,0.0,100.0,675.0,2050.0
54491-TAM,Month-to-Month,Yes,Credit Card,18.0,347.0,0.0,0.0,677.0,1024.0
54515-MAD,Month-to-Month,Yes,Bank Withdrawal,49.0,393.0,0.0,0.0,19.0,412.0
54516-WES,Month-to-Month,No,Mailed Check,89.0,89.0,0.0,0.0,32.0,121.0
54563-JAM,Two Year,Yes,Bank Withdrawal,105.0,6823.0,23.0,0.0,2571.0,9371.0
54563-WES,Month-to-Month,Yes,Bank Withdrawal,106.0,5127.0,0.0,0.0,1690.0,6818.0
54564-AND,Month-to-Month,No,Bank Withdrawal,76.0,257.0,0.0,0.0,43.0,300.0
54584-WES,Two Year,Yes,Bank Withdrawal,110.0,7751.0,0.0,0.0,2861.0,10612.0
54598-TAM,Month-to-Month,No,Credit Card,19.0,39.0,0.0,0.0,3.0,43.0
54633-UTT,Month-to-Month,Yes,Bank Withdrawal,93.0,93.0,0.0,0.0,16.0,110.0
54638-UTT,One Year,Yes,Bank Withdrawal,105.0,5376.0,0.0,0.0,1515.0,6892.0
54667-TEL,Month-to-Month,Yes,Bank Withdrawal,54.0,475.0,0.0,0.0,12.0,487.0
54671-PUN,Month-to-Month,No,Bank Withdrawal,62.0,2045.0,0.0,0.0,1064.0,3110.0
54678-GUJ,One Year,No,Bank Withdrawal,107.0,5680.0,14.0,0.0,384.0,6050.0
54688-JHA,Month-to-Month,No,Mailed Check,51.0,900.0,35.0,0.0,792.0,1657.0
54718-MAH,Month-to-Month,Yes,Bank Withdrawal,79.0,769.0,0.0,0.0,61.0,830.0
54732-JHA,Two Year,No,Credit Card,25.0,1867.0,0.0,0.0,2651.0,4518.0
54732-TAM,Month-to-Month,Yes,Bank Withdrawal,59.0,2094.0,0.0,0.0,721.0,2816.0
54736-MAD,Month-to-Month,Yes,Bank Withdrawal,70.0,3454.0,0.0,100.0,1261.0,4816.0
54740-BIH,One Year,No,Credit Card,70.0,2708.0,0.0,0.0,1605.0,4313.0
54756-TEL,One Year,No,Credit Card,103.0,6449.0,0.0,0.0,2627.0,9077.0
54793-KER,Month-to-Month,No,Bank Withdrawal,76.0,1155.0,0.0,0.0,596.0,1752.0
54801-TEL,One Year,No,Mailed Check,65.0,4068.0,27.0,20.0,1708.0,5769.0
54803-UTT,Two Year,Yes,Bank Withdrawal,110.0,6668.0,0.0,0.0,1477.0,8145.0
54834-PUN,Month-to-Month,No,Bank Withdrawal,81.0,3775.0,0.0,0.0,71.0,3847.0
54839-JAM,Month-to-Month,Yes,Bank Withdrawal,84.0,523.0,0.0,0.0,235.0,759.0
54891-HAR,One Year,No,Credit Card,19.0,527.0,0.0,0.0,34.0,561.0
54923-ODI,One Year,Yes,Credit Card,23.0,1216.0,0.0,0.0,2170.0,3386.0
54933-HAR,Two Year,Yes,Credit Card,116.0,7839.0,0.0,40.0,2985.0,10865.0
54934-TAM,Two Year,Yes,Bank Withdrawal,24.0,1498.0,0.0,0.0,2569.0,4068.0
54940-MAD,Month-to-Month,Yes,Bank Withdrawal,49.0,365.0,13.0,10.0,302.0,664.0
54954-ASS,Two Year,Yes,Credit Card,104.0,7365.0,0.0,0.0,274.0,7639.0
54968-MAH,Two Year,Yes,Bank Withdrawal,73.0,4616.0,49.0,30.0,77.0,4674.0
54972-HAR,Month-to-Month,Yes,Bank Withdrawal,104.0,3351.0,33.0,0.0,1392.0,4710.0
54976-KER,Month-to-Month,No,Bank Withdrawal,81.0,580.0,47.0,0.0,85.0,617.0
54992-ODI,Two Year,Yes,Bank Withdrawal,93.0,6585.0,0.0,0.0,2876.0,9462.0
54997-UTT,Month-to-Month,Yes,Credit Card,44.0,44.0,0.0,0.0,26.0,70.0
55004-TEL,Month-to-Month,Yes,Bank Withdrawal,30.0,1453.0,0.0,0.0,0.0,1453.0
55015-WES,One Year,No,Credit Card,46.0,812.0,0.0,0.0,0.0,812.0
55043-UTT,Month-to-Month,Yes,Bank Withdrawal,69.0,69.0,0.0,10.0,9.0,89.0
55046-BIH,Month-to-Month,Yes,Credit Card,81.0,818.0,0.0,0.0,495.0,1313.0
55059-ODI,One Year,Yes,Bank Withdrawal,60.0,1259.0,0.0,0.0,179.0,1438.0
55065-KAR,Month-to-Month,No,Bank Withdrawal,59.0,1023.0,0.0,0.0,589.0,1613.0
55091-JAM,Two Year,No,Credit Card,19.0,599.0,49.0,0.0,385.0,934.0
55101-RAJ,Two Year,No,Credit Card,84.0,3571.0,0.0,0.0,413.0,3984.0
55103-WES,Month-to-Month,Yes,Credit Card,88.0,262.0,0.0,0.0,148.0,410.0
55106-ASS,Month-to-Month,No,Credit Card,20.0,20.0,0.0,0.0,16.0,36.0
55127-UTT,Two Year,Yes,Bank Withdrawal,108.0,7774.0,0.0,0.0,1934.0,9708.0
55132-MAD,Two Year,No,Bank Withdrawal,52.0,1498.0,0.0,0.0,284.0,1783.0
55149-MAD,Two Year,No,Credit Card,88.0,4805.0,0.0,0.0,1826.0,6631.0
55152-TAM,One Year,Yes,Credit Card,96.0,6581.0,0.0,0.0,134.0,6716.0
55153-MAH,Two Year,No,Bank Withdrawal,20.0,902.0,0.0,0.0,1391.0,2293.0
55165-KER,One Year,Yes,Bank Withdrawal,58.0,1696.0,0.0,50.0,232.0,1978.0
55169-TAM,Month-to-Month,Yes,Credit Card,60.0,1156.0,0.0,0.0,197.0,1353.0
55194-AND,Month-to-Month,Yes,Bank Withdrawal,89.0,1879.0,15.0,30.0,494.0,2388.0
55208-WES,Two Year,Yes,Bank Withdrawal,98.0,7015.0,0.0,0.0,1834.0,8850.0
55235-KAR,Month-to-Month,Yes,Bank Withdrawal,70.0,70.0,0.0,0.0,23.0,93.0
55246-CHH,Month-to-Month,Yes,Bank Withdrawal,74.0,490.0,0.0,0.0,242.0,732.0
55275-MAH,Month-to-Month,No,Credit Card,56.0,969.0,0.0,30.0,608.0,1608.0
55305-JHA,Two Year,No,Credit Card,66.0,3330.0,0.0,0.0,0.0,3330.0
55330-WES,Month-to-Month,No,Credit Card,56.0,113.0,0.0,0.0,11.0,124.0
55339-TAM,Month-to-Month,Yes,Bank Withdrawal,49.0,49.0,0.0,0.0,24.0,73.0
55374-UTT,Two Year,No,Credit Card,20.0,1160.0,25.0,0.0,998.0,2133.0
55376-MAH,Two Year,Yes,Bank Withdrawal,90.0,6716.0,0.0,0.0,711.0,7427.0
55433-TAM,Month-to-Month,Yes,Credit Card,69.0,1071.0,0.0,0.0,126.0,1198.0
55437-TAM,Two Year,No,Credit Card,38.0,1755.0,0.0,0.0,0.0,1755.0
55440-GUJ,Two Year,No,Credit Card,94.0,3460.0,0.0,0.0,485.0,3946.0
55459-RAJ,Two Year,Yes,Bank Withdrawal,108.0,7726.0,0.0,0.0,1041.0,8767.0
55473-AND,Month-to-Month,Yes,Credit Card,20.0,493.0,0.0,0.0,635.0,1129.0
55492-UTT,Month-to-Month,No,Credit Card,20.0,1087.0,0.0,0.0,1721.0,2808.0
55493-MAD,Month-to-Month,No,Credit Card,20.0,150.0,0.0,0.0,290.0,441.0
55512-UTT,Month-to-Month,No,Bank Withdrawal,81.0,1923.0,0.0,0.0,1096.0,3020.0
55542-WES,One Year,Yes,Bank Withdrawal,111.0,5809.0,0.0,0.0,2216.0,8026.0
55554-UTT,Month-to-Month,Yes,Bank Withdrawal,104.0,242.0,45.0,0.0,23.0,220.0
55556-TAM,Two Year,No,Bank Withdrawal,25.0,1821.0,16.0,0.0,667.0,2472.0
55568-MAD,Month-to-Month,Yes,Bank Withdrawal,35.0,35.0,0.0,0.0,0.0,35.0
55601-MAD,Month-to-Month,Yes,Bank Withdrawal,20.0,469.0,0.0,0.0,967.0,1437.0
55609-BIH,Two Year,No,Credit Card,20.0,1209.0,0.0,0.0,2954.0,4163.0
55615-UTT,One Year,Yes,Credit Card,104.0,2239.0,0.0,0.0,762.0,3001.0
55616-BIH,Month-to-Month,Yes,Bank Withdrawal,100.0,1129.0,0.0,0.0,535.0,1664.0
55627-TAM,Two Year,No,Credit Card,19.0,1397.0,0.0,0.0,1454.0,2852.0
55639-GUJ,Month-to-Month,Yes,Bank Withdrawal,92.0,3875.0,0.0,0.0,745.0,4620.0
55650-BIH,Month-to-Month,Yes,Credit Card,60.0,1834.0,0.0,0.0,40.0,1875.0
55661-RAJ,Month-to-Month,Yes,Credit Card,104.0,2470.0,0.0,0.0,374.0,2844.0
55665-UTT,Month-to-Month,No,Credit Card,40.0,223.0,0.0,0.0,0.0,223.0
55696-WES,Month-to-Month,Yes,Bank Withdrawal,79.0,324.0,0.0,0.0,172.0,496.0
55735-PUN,Two Year,No,Bank Withdrawal,79.0,5743.0,0.0,0.0,585.0,6328.0
55736-TEL,Two Year,Yes,Bank Withdrawal,107.0,7748.0,0.0,0.0,2254.0,10003.0
55757-KAR,Month-to-Month,Yes,Mailed Check,55.0,154.0,0.0,0.0,12.0,167.0
55762-TEL,Month-to-Month,Yes,Bank Withdrawal,85.0,1139.0,38.0,0.0,298.0,1398.0
55767-RAJ,One Year,No,Bank Withdrawal,18.0,867.0,0.0,0.0,1826.0,2693.0
55768-PUN,One Year,No,Credit Card,43.0,2696.0,0.0,0.0,0.0,2696.0
55786-HAR,Month-to-Month,Yes,Credit Card,100.0,100.0,0.0,0.0,20.0,120.0
55786-PUN,Two Year,No,Credit Card,25.0,253.0,0.0,0.0,363.0,617.0
55800-PUN,Month-to-Month,Yes,Bank Withdrawal,89.0,1496.0,0.0,0.0,516.0,2013.0
55831-TAM,Month-to-Month,No,Mailed Check,19.0,58.0,0.0,0.0,15.0,73.0
55833-TAM,Two Year,Yes,Credit Card,116.0,8277.0,0.0,0.0,1062.0,9339.0
55833-UTT,Two Year,Yes,Mailed Check,24.0,1559.0,0.0,0.0,1147.0,2706.0
55839-AND,Two Year,No,Credit Card,24.0,1423.0,0.0,0.0,2239.0,3663.0
55858-BIH,One Year,Yes,Bank Withdrawal,91.0,4126.0,0.0,0.0,548.0,4675.0
55869-ASS,Month-to-Month,Yes,Bank Withdrawal,76.0,684.0,0.0,0.0,312.0,997.0
55872-HAR,Month-to-Month,Yes,Mailed Check,55.0,899.0,0.0,0.0,609.0,1509.0
55880-KER,Two Year,No,Credit Card,25.0,1888.0,0.0,0.0,793.0,2682.0
55895-TAM,Month-to-Month,No,Bank Withdrawal,76.0,2065.0,0.0,0.0,613.0,2678.0
55900-TAM,Month-to-Month,No,Bank Withdrawal,55.0,3131.0,34.0,0.0,2002.0,5100.0
55901-WES,Two Year,No,Bank Withdrawal,23.0,1756.0,0.0,0.0,2181.0,3937.0
55939-AND,Month-to-Month,Yes,Bank Withdrawal,75.0,554.0,0.0,0.0,113.0,667.0
55971-UTT,Month-to-Month,Yes,Bank Withdrawal,35.0,99.0,0.0,0.0,0.0,99.0
55973-JHA,Two Year,No,Bank Withdrawal,19.0,1052.0,0.0,0.0,1389.0,2441.0
55991-RAJ,One Year,No,Credit Card,19.0,998.0,0.0,0.0,1523.0,2521.0
55995-UTT,Month-to-Month,Yes,Bank Withdrawal,101.0,101.0,0.0,0.0,10.0,111.0
56022-RAJ,Month-to-Month,Yes,Bank Withdrawal,19.0,35.0,0.0,0.0,59.0,95.0
56032-TAM,Two Year,No,Bank Withdrawal,80.0,4299.0,0.0,140.0,1980.0,6420.0
56043-KAR,Month-to-Month,Yes,Bank Withdrawal,50.0,355.0,0.0,0.0,232.0,587.0
56053-HAR,Two Year,Yes,Credit Card,49.0,2907.0,0.0,40.0,0.0,2947.0
56062-HAR,Month-to-Month,Yes,Credit Card,79.0,1902.0,0.0,0.0,188.0,2090.0
56072-JHA,One Year,No,Bank Withdrawal,77.0,4155.0,0.0,0.0,2520.0,6676.0
56083-AND,Month-to-Month,No,Bank Withdrawal,70.0,2868.0,0.0,0.0,1671.0,4540.0
56107-PUN,One Year,Yes,Bank Withdrawal,39.0,1023.0,0.0,0.0,0.0,1023.0
56114-GUJ,Month-to-Month,Yes,Mailed Check,49.0,878.0,0.0,0.0,342.0,1221.0
56123-AND,Month-to-Month,Yes,Bank Withdrawal,66.0,579.0,0.0,0.0,329.0,908.0
56124-WES,Two Year,Yes,Credit Card,83.0,4307.0,0.0,0.0,351.0,4658.0
56132-PUN,Two Year,No,Bank Withdrawal,24.0,1901.0,0.0,0.0,1575.0,3476.0
56147-UTT,One Year,No,Credit Card,60.0,2234.0,0.0,0.0,0.0,2234.0
56148-HAR,Month-to-Month,Yes,Bank Withdrawal,81.0,2122.0,0.0,0.0,1158.0,3280.0
56174-CHH,One Year,Yes,Credit Card,105.0,7234.0,0.0,110.0,1588.0,8933.0
56174-RAJ,Month-to-Month,Yes,Bank Withdrawal,89.0,6127.0,0.0,0.0,1640.0,7768.0
56177-KAR,Two Year,Yes,Bank Withdrawal,67.0,4804.0,0.0,0.0,1117.0,5922.0
56185-HAR,Two Year,No,Credit Card,70.0,4859.0,0.0,0.0,756.0,5616.0
56211-DEL,One Year,No,Credit Card,109.0,7789.0,0.0,0.0,853.0,8642.0
56229-ASS,Month-to-Month,No,Bank Withdrawal,74.0,1952.0,40.0,0.0,432.0,2344.0
56232-UTT,Month-to-Month,Yes,Bank Withdrawal,95.0,2025.0,0.0,0.0,785.0,2810.0
56235-UTT,Two Year,Yes,Bank Withdrawal,65.0,4807.0,0.0,0.0,0.0,4807.0
56256-UTT,Month-to-Month,Yes,Credit Card,70.0,220.0,0.0,0.0,29.0,249.0
56313-JHA,Month-to-Month,Yes,Bank Withdrawal,90.0,3186.0,0.0,0.0,839.0,4026.0
56352-MAH,One Year,Yes,Bank Withdrawal,91.0,1859.0,0.0,0.0,777.0,2636.0
56365-MAH,Month-to-Month,Yes,Bank Withdrawal,91.0,3954.0,0.0,0.0,1141.0,5095.0
56376-GUJ,Two Year,No,Bank Withdrawal,20.0,759.0,0.0,0.0,1656.0,2415.0
56413-MAH,Two Year,Yes,Bank Withdrawal,106.0,7623.0,0.0,0.0,2470.0,10094.0
56425-HAR,Month-to-Month,Yes,Credit Card,85.0,999.0,0.0,0.0,535.0,1535.0
56436-UTT,Month-to-Month,Yes,Bank Withdrawal,87.0,1850.0,0.0,0.0,1070.0,2921.0
56455-HAR,Two Year,No,Credit Card,20.0,1079.0,0.0,0.0,174.0,1253.0
56460-MAH,Month-to-Month,No,Credit Card,-1.0,129.0,0.0,10.0,5.0,144.0
56514-PUD,Two Year,No,Credit Card,19.0,1363.0,0.0,0.0,3564.0,4927.0
56554-RAJ,Month-to-Month,Yes,Credit Card,19.0,19.0,0.0,0.0,10.0,29.0
56556-MAH,Month-to-Month,No,Bank Withdrawal,91.0,1574.0,0.0,0.0,713.0,2287.0
56579-PUN,Two Year,No,Bank Withdrawal,65.0,4575.0,0.0,0.0,0.0,4575.0
56582-KAR,Month-to-Month,No,Credit Card,20.0,178.0,0.0,0.0,114.0,293.0
56595-KAR,Month-to-Month,Yes,Bank Withdrawal,45.0,521.0,0.0,0.0,142.0,664.0
56658-ASS,Month-to-Month,Yes,Bank Withdrawal,43.0,123.0,0.0,0.0,146.0,270.0
56664-RAJ,Month-to-Month,No,Credit Card,20.0,178.0,0.0,0.0,80.0,258.0
56667-PUN,Two Year,No,Credit Card,101.0,6067.0,0.0,0.0,603.0,6670.0
56689-PUN,Two Year,Yes,Credit Card,60.0,2768.0,0.0,0.0,0.0,2768.0
56709-AND,One Year,Yes,Credit Card,25.0,1714.0,0.0,0.0,2827.0,4541.0
56718-UTT,One Year,Yes,Bank Withdrawal,41.0,470.0,0.0,0.0,0.0,470.0
56728-RAJ,Month-to-Month,No,Credit Card,45.0,45.0,0.0,0.0,37.0,83.0
56731-BIH,Two Year,Yes,Credit Card,95.0,6849.0,0.0,0.0,1935.0,8784.0
56778-PUN,Two Year,No,Bank Withdrawal,80.0,2471.0,0.0,0.0,884.0,3355.0
56797-TAM,Month-to-Month,Yes,Bank Withdrawal,25.0,394.0,0.0,0.0,443.0,838.0
56802-PUN,Month-to-Month,Yes,Credit Card,20.0,247.0,0.0,0.0,123.0,370.0
56815-KAR,One Year,No,Bank Withdrawal,59.0,4134.0,0.0,0.0,999.0,5133.0
56821-MAH,Month-to-Month,Yes,Bank Withdrawal,24.0,100.0,0.0,0.0,0.0,100.0
56827-HAR,Month-to-Month,No,Credit Card,67.0,1801.0,0.0,0.0,398.0,2199.0
56831-CHH,One Year,Yes,Credit Card,94.0,5042.0,0.0,0.0,1795.0,6838.0
56856-AND,Two Year,No,Bank Withdrawal,24.0,1195.0,0.0,0.0,2358.0,3553.0
56858-KAR,Two Year,No,Credit Card,89.0,6367.0,0.0,110.0,2067.0,8544.0
56878-HAR,Month-to-Month,Yes,Credit Card,79.0,958.0,0.0,0.0,263.0,1221.0
56878-MAD,Month-to-Month,Yes,Bank Withdrawal,103.0,5925.0,0.0,0.0,1812.0,7737.0
56933-MAH,Month-to-Month,Yes,Bank Withdrawal,99.0,2331.0,0.0,0.0,872.0,3204.0
56942-HAR,Month-to-Month,No,Credit Card,54.0,482.0,0.0,0.0,310.0,792.0
56949-MAH,Month-to-Month,Yes,Bank Withdrawal,90.0,2989.0,0.0,0.0,553.0,3542.0
56990-WES,Two Year,No,Credit Card,49.0,2409.0,0.0,0.0,0.0,2409.0
57004-TAM,One Year,No,Bank Withdrawal,19.0,505.0,0.0,0.0,471.0,977.0
57006-GUJ,Month-to-Month,No,Bank Withdrawal,70.0,154.0,0.0,0.0,19.0,174.0
57010-WES,Month-to-Month,Yes,Bank Withdrawal,94.0,1078.0,0.0,0.0,282.0,1361.0
57012-MAH,Month-to-Month,No,Bank Withdrawal,85.0,1219.0,0.0,0.0,409.0,1629.0
57012-TAM,Two Year,No,Bank Withdrawal,45.0,45.0,0.0,0.0,49.0,94.0
57024-AND,Two Year,No,Bank Withdrawal,88.0,6520.0,29.0,0.0,2756.0,9247.0
57048-PUN,Month-to-Month,No,Bank Withdrawal,83.0,247.0,0.0,0.0,139.0,386.0
57049-AND,Month-to-Month,No,Mailed Check,35.0,35.0,0.0,0.0,0.0,35.0
57055-AND,One Year,Yes,Credit Card,75.0,2680.0,0.0,100.0,1152.0,3932.0
57083-KAR,Month-to-Month,No,Bank Withdrawal,98.0,4920.0,0.0,0.0,2227.0,7148.0
57102-JAM,Month-to-Month,Yes,Bank Withdrawal,64.0,2345.0,0.0,0.0,120.0,2466.0
57111-KAR,Month-to-Month,Yes,Bank Withdrawal,86.0,86.0,0.0,0.0,5.0,92.0
57115-BIH,Two Year,No,Bank Withdrawal,69.0,4908.0,0.0,0.0,263.0,5171.0
57145-KAR,Two Year,Yes,Bank Withdrawal,80.0,5330.0,0.0,90.0,1380.0,6800.0
57149-TAM,One Year,No,Bank Withdrawal,19.0,1341.0,0.0,0.0,700.0,2041.0
57150-TAM,Month-to-Month,No,Bank Withdrawal,83.0,497.0,0.0,0.0,155.0,653.0
57152-HAR,Two Year,Yes,Credit Card,43.0,2960.0,0.0,0.0,0.0,2960.0
57155-KAR,Two Year,No,Bank Withdrawal,56.0,1304.0,0.0,0.0,0.0,1304.0
57171-PUN,One Year,Yes,Bank Withdrawal,104.0,6339.0,41.0,0.0,1377.0,7675.0
57185-UTT,Month-to-Month,Yes,Bank Withdrawal,95.0,3959.0,27.0,0.0,766.0,4698.0
57200-UTT,Two Year,No,Bank Withdrawal,92.0,6632.0,0.0,0.0,3269.0,9902.0
57207-ODI,Month-to-Month,Yes,Bank Withdrawal,96.0,5283.0,0.0,0.0,2605.0,7889.0
57226-JAM,One Year,No,Credit Card,20.0,589.0,0.0,0.0,1045.0,1634.0
57256-BIH,Month-to-Month,No,Credit Card,19.0,57.0,0.0,0.0,9.0,66.0
57274-PUN,One Year,Yes,Bank Withdrawal,78.0,5333.0,0.0,0.0,507.0,5841.0
57276-ASS,Month-to-Month,Yes,Credit Card,33.0,1175.0,0.0,30.0,0.0,1205.0
57284-MAH,Two Year,No,Bank Withdrawal,-2.0,3902.0,0.0,0.0,813.0,4715.0
57292-AND,Two Year,No,Bank Withdrawal,20.0,1297.0,0.0,0.0,115.0,1413.0
57297-KAR,One Year,Yes,Credit Card,73.0,1756.0,0.0,0.0,805.0,2562.0
57324-ODI,Month-to-Month,Yes,Credit Card,53.0,648.0,0.0,0.0,21.0,670.0
57326-JAM,Month-to-Month,Yes,Credit Card,73.0,73.0,0.0,0.0,6.0,79.0
57338-TAM,Month-to-Month,No,Credit Card,43.0,43.0,0.0,0.0,34.0,78.0
57339-JHA,Month-to-Month,Yes,Credit Card,105.0,5794.0,0.0,0.0,2127.0,7921.0
57345-TAM,Month-to-Month,No,Mailed Check,19.0,272.0,18.0,0.0,261.0,515.0
57368-KER,Two Year,Yes,Bank Withdrawal,109.0,7508.0,0.0,0.0,1252.0,8761.0
57402-PUD,Month-to-Month,No,Credit Card,75.0,209.0,0.0,0.0,103.0,312.0
57405-TAM,Month-to-Month,Yes,Bank Withdrawal,87.0,183.0,0.0,0.0,12.0,196.0
57417-WES,Month-to-Month,Yes,Mailed Check,24.0,24.0,0.0,0.0,0.0,24.0
57439-AND,Two Year,No,Credit Card,39.0,2779.0,0.0,0.0,0.0,2779.0
57446-HAR,Month-to-Month,Yes,Bank Withdrawal,60.0,1616.0,0.0,0.0,580.0,2196.0
57456-CHH,Month-to-Month,Yes,Bank Withdrawal,78.0,149.0,0.0,0.0,87.0,237.0
57456-PUN,One Year,Yes,Credit Card,26.0,733.0,0.0,0.0,90.0,823.0
57457-MAD,Month-to-Month,No,Mailed Check,20.0,38.0,0.0,0.0,68.0,106.0
57461-GUJ,Month-to-Month,No,Credit Card,20.0,122.0,0.0,0.0,40.0,162.0
57465-TAM,One Year,Yes,Bank Withdrawal,89.0,3729.0,0.0,0.0,1854.0,5583.0
57477-WES,Month-to-Month,Yes,Bank Withdrawal,102.0,7101.0,15.0,0.0,1221.0,8307.0
57488-KAR,Month-to-Month,No,Bank Withdrawal,25.0,25.0,0.0,0.0,0.0,25.0
57489-UTT,Two Year,Yes,Bank Withdrawal,25.0,1798.0,0.0,0.0,2020.0,3819.0
57496-KER,Two Year,Yes,Credit Card,108.0,7690.0,0.0,20.0,408.0,8119.0
57496-TEL,Two Year,Yes,Credit Card,24.0,1468.0,0.0,0.0,1627.0,3096.0
57497-TEL,One Year,No,Credit Card,59.0,3043.0,0.0,0.0,502.0,3545.0
57502-KAR,Month-to-Month,Yes,Credit Card,50.0,1905.0,3.0,0.0,0.0,1901.0
57506-ASS,Two Year,Yes,Bank Withdrawal,95.0,6382.0,0.0,0.0,3443.0,9825.0
57527-TAM,One Year,No,Credit Card,19.0,1143.0,0.0,0.0,2568.0,3712.0
57530-KAR,One Year,Yes,Bank Withdrawal,79.0,2619.0,16.0,0.0,1379.0,3981.0
57568-KER,Month-to-Month,No,Bank Withdrawal,19.0,58.0,0.0,0.0,73.0,132.0
57571-RAJ,Month-to-Month,No,Credit Card,20.0,266.0,0.0,0.0,278.0,545.0
57571-TAM,Two Year,Yes,Credit Card,25.0,789.0,15.0,0.0,1416.0,2190.0
57591-AND,One Year,No,Bank Withdrawal,20.0,94.0,0.0,0.0,150.0,244.0
57610-JAM,Month-to-Month,Yes,Bank Withdrawal,74.0,2303.0,0.0,0.0,1514.0,3818.0
57622-TAM,Month-to-Month,Yes,Bank Withdrawal,69.0,521.0,0.0,0.0,62.0,584.0
57663-HAR,Month-to-Month,No,Mailed Check,50.0,1655.0,0.0,130.0,1358.0,3144.0
57673-ODI,One Year,Yes,Bank Withdrawal,55.0,1157.0,0.0,10.0,0.0,1167.0
57677-GUJ,Two Year,No,Credit Card,25.0,485.0,0.0,0.0,730.0,1216.0
57681-ODI,Two Year,No,Credit Card,59.0,287.0,0.0,20.0,219.0,527.0
57712-JAM,Month-to-Month,No,Credit Card,50.0,50.0,0.0,0.0,14.0,65.0
57724-MAH,Month-to-Month,No,Bank Withdrawal,56.0,401.0,0.0,30.0,254.0,686.0
57738-GUJ,Two Year,Yes,Bank Withdrawal,77.0,4323.0,0.0,0.0,1446.0,5769.0
57765-TAM,Month-to-Month,No,Credit Card,95.0,655.0,36.0,10.0,143.0,772.0
57776-WES,Month-to-Month,Yes,Bank Withdrawal,79.0,661.0,0.0,10.0,285.0,956.0
57779-ASS,Month-to-Month,No,Credit Card,19.0,19.0,0.0,0.0,12.0,32.0
57780-BIH,Month-to-Month,Yes,Bank Withdrawal,109.0,6941.0,0.0,140.0,608.0,7689.0
57784-UTT,Month-to-Month,Yes,Bank Withdrawal,86.0,1281.0,0.0,0.0,306.0,1587.0
57809-JAM,Month-to-Month,No,Bank Withdrawal,88.0,1390.0,0.0,0.0,184.0,1574.0
57810-WES,Two Year,Yes,Credit Card,86.0,5442.0,0.0,0.0,545.0,5987.0
57814-JAM,Month-to-Month,Yes,Bank Withdrawal,101.0,4273.0,0.0,0.0,789.0,5062.0
57868-UTT,Month-to-Month,Yes,Bank Withdrawal,95.0,4783.0,0.0,0.0,2431.0,7215.0
57878-MAH,One Year,Yes,Bank Withdrawal,84.0,6046.0,0.0,0.0,1637.0,7683.0
57883-WES,Month-to-Month,Yes,Bank Withdrawal,84.0,556.0,0.0,0.0,131.0,688.0
57886-CHH,Month-to-Month,No,Bank Withdrawal,54.0,690.0,0.0,0.0,287.0,978.0
57919-TEL,Month-to-Month,Yes,Bank Withdrawal,83.0,2070.0,0.0,0.0,933.0,3004.0
58004-TAM,One Year,No,Bank Withdrawal,68.0,4070.0,0.0,150.0,1670.0,5891.0
58044-KAR,Month-to-Month,No,Credit Card,20.0,41.0,0.0,0.0,10.0,52.0
58047-MAH,One Year,Yes,Credit Card,71.0,4140.0,0.0,0.0,2745.0,6885.0
58049-MAD,Month-to-Month,Yes,Mailed Check,25.0,25.0,0.0,20.0,0.0,45.0
58051-BIH,One Year,Yes,Credit Card,99.0,5515.0,0.0,0.0,2372.0,7888.0
58079-MAH,Month-to-Month,Yes,Credit Card,85.0,3729.0,0.0,0.0,864.0,4594.0
58080-BIH,One Year,Yes,Credit Card,62.0,2354.0,0.0,0.0,1755.0,4110.0
58091-MAD,Month-to-Month,No,Credit Card,51.0,201.0,0.0,0.0,39.0,241.0
58100-CHH,Month-to-Month,Yes,Bank Withdrawal,89.0,914.0,0.0,0.0,168.0,1083.0
58113-TAM,Two Year,No,Credit Card,19.0,908.0,0.0,0.0,1425.0,2333.0
58127-KER,Month-to-Month,No,Bank Withdrawal,79.0,79.0,0.0,10.0,32.0,121.0
58134-AND,One Year,Yes,Credit Card,51.0,1758.0,0.0,0.0,1586.0,3345.0
58150-AND,One Year,No,Credit Card,60.0,3994.0,0.0,0.0,437.0,4431.0
58153-KER,Month-to-Month,Yes,Bank Withdrawal,94.0,279.0,0.0,0.0,96.0,376.0
58154-PUD,Two Year,No,Bank Withdrawal,54.0,2390.0,0.0,0.0,0.0,2390.0
58156-KAR,Month-to-Month,Yes,Bank Withdrawal,93.0,2248.0,0.0,40.0,1125.0,3413.0
58161-TAM,Month-to-Month,Yes,Bank Withdrawal,101.0,4113.0,0.0,0.0,902.0,5015.0
58163-PUN,Month-to-Month,Yes,Bank Withdrawal,48.0,2495.0,0.0,0.0,0.0,2495.0
58176-WES,Two Year,No,Bank Withdrawal,50.0,3260.0,0.0,0.0,2182.0,5442.0
