service_id,Value_Deal,Phone_Service,Multiple_Lines,Online_Security,Online_Backup,Device_Protection_Plan,Premium_Support,Streaming_TV,Streaming_Movies,Streaming_Music,Unlimited_Data,Internet_ID,Customer_ID
3719,Deal 1,Yes,Yes,No,No,No,No,No,No,No,Yes,21,66461-GUJ
3720,Deal 2,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,3,68702-MAH
3721,Deal 2,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,3,66919-UTT
3722,Deal 3,No,No,No,No,Yes,Yes,Yes,No,No,Yes,9,83961-MAD
3723,None,Yes,No,Yes,Yes,No,Yes,No,No,No,No,1,46015-JAM
3724,Deal 5,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,3,94311-JAM
3725,Deal 2,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,3,99463-JHA
3726,Deal 2,Yes,Yes,No,Yes,No,No,No,No,No,Yes,3,62147-TEL
3727,None,Yes,No,No,No,No,No,No,No,No,Yes,21,46823-UTT
3728,Deal 4,Yes,Yes,No,No,Yes,No,Yes,No,No,Yes,3,81640-MAH
3729,Deal 5,No,No,No,No,No,No,No,No,No,Yes,9,87644-JAM
3730,None,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Yes,3,91745-PUN
3731,Deal 5,No,No,No,No,No,No,No,No,No,Yes,1,82118-JAM
3732,Deal 3,Yes,No,Yes,Yes,No,No,No,No,No,No,1,11348-MAH
3733,None,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,1,61203-PUN
3734,Deal 2,Yes,Yes,No,No,No,No,No,No,No,Yes,21,34828-PUD
3735,Deal 5,Yes,No,No,No,No,No,No,No,No,Yes,21,41692-KAR
3736,None,Yes,Yes,No,No,No,No,No,Yes,No,Yes,3,41916-WES
3737,None,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,3,13950-KAR
3738,None,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,9,31983-HAR
3739,None,Yes,No,No,Yes,Yes,No,No,No,No,Yes,3,97962-GUJ
3740,None,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,3,52328-HAR
3741,Deal 5,Yes,No,No,No,No,No,No,No,No,Yes,9,58577-ODI
3742,Deal 4,Yes,Yes,No,No,Yes,No,Yes,No,No,Yes,3,66100-JAM
3743,Deal 4,Yes,No,No,No,No,Yes,No,No,No,Yes,9,78048-HAR
3744,Deal 3,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,3,31016-KER
3745,None,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,3,72195-TAM
3746,Deal 4,Yes,No,No,No,No,No,No,No,No,Yes,21,21538-PUN
3747,None,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,3,16916-AND
3748,Deal 1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,3,59298-TEL
3749,None,Yes,No,No,No,No,No,No,No,No,Yes,3,94328-JAM
3750,Deal 1,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,3,12852-KER
3751,Deal 1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,76135-MAH
3752,Deal 5,No,No,No,No,No,No,Yes,No,No,Yes,1,55568-MAD
3753,None,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,3,34729-MAH
3754,Deal 3,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,3,43298-HAR
3755,None,Yes,No,No,No,No,No,No,No,No,Yes,21,71985-UTT
3756,None,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,3,85763-TEL
3757,None,Yes,No,Yes,No,No,No,No,No,No,Yes,9,51272-RAJ
3758,None,Yes,Yes,No,No,No,No,No,Yes,No,Yes,3,84425-GUJ
3759,Deal 4,Yes,No,No,No,No,No,No,No,No,Yes,21,57345-TAM
3760,None,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,3,98327-HAR
3761,Deal 1,No,No,No,Yes,Yes,No,Yes,No,No,Yes,1,88027-AND
3762,Deal 1,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,9,98098-TAM
3763,None,Yes,No,No,No,No,No,No,Yes,Yes,Yes,3,87608-HAR
3764,None,Yes,No,No,No,No,No,No,No,No,Yes,9,49342-KAR
3765,Deal 3,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,1,54036-UTT
3766,None,Yes,No,No,No,No,No,No,Yes,Yes,Yes,3,27896-JHA
3767,None,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,92815-UTT
3768,None,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,3,64319-KAR
3769,Deal 5,Yes,No,No,No,No,No,No,No,No,Yes,21,46950-AND
3770,Deal 1,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,9,87826-TAM
3771,None,Yes,No,No,No,No,No,No,No,No,Yes,3,67955-PUN
3772,None,Yes,No,No,Yes,No,No,No,No,No,Yes,3,16940-TAM
3773,None,Yes,Yes,No,Yes,No,No,No,No,No,Yes,9,99350-KER
3774,Deal 5,Yes,No,No,Yes,No,No,No,No,No,Yes,9,23786-AND
3775,Deal 5,Yes,Yes,No,No,No,No,No,No,No,Yes,3,71922-HAR
3776,None,Yes,Yes,No,No,No,No,No,No,No,Yes,21,47826-TAM
3777,None,Yes,Yes,No,No,No,Yes,Yes,No,No,No,3,86678-UTT
3778,None,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,3,84976-WES
3779,None,Yes,Yes,No,No,No,No,No,No,No,Yes,3,47561-MAH
3780,None,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,3,55995-UTT
3781,None,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,3,83205-JAM
3782,None,Yes,Yes,No,Yes,No,No,No,No,No,Yes,9,97731-TEL
3783,Deal 4,Yes,No,No,Yes,No,No,Yes,No,No,No,9,32236-KER
3784,Deal 4,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,3,16784-HAR
3785,Deal 4,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,3,73077-PUN
3786,None,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,9,86924-TAM
3787,Deal 2,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,3,72117-ODI
3788,Deal 1,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,3,78018-BIH
3789,Deal 1,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,3,97212-UTT
3790,None,Yes,No,No,No,No,No,No,No,No,Yes,3,43908-WES
3791,None,Yes,Yes,No,No,No,No,No,No,No,Yes,21,12429-JAM
3792,Deal 4,Yes,No,No,No,No,No,No,No,No,Yes,21,99823-MAH
3793,None,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,3,89442-BIH
3794,Deal 4,Yes,No,No,No,No,No,Yes,No,No,No,3,59588-JAM
3795,None,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,3,74510-KER
3796,Deal 4,Yes,No,Yes,No,No,No,No,No,No,Yes,1,29217-KAR
3797,Deal 2,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,3,32594-MAH
3798,None,Yes,No,No,No,No,No,Yes,No,No,Yes,3,79624-JAM
3799,Deal 2,Yes,Yes,No,No,Yes,No,Yes,No,No,Yes,9,21303-UTT
3800,None,Yes,No,Yes,No,No,Yes,No,No,No,Yes,1,23240-HAR
3801,Deal 2,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,3,19152-ASS
3802,Deal 4,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,9,59724-JHA
3803,Deal 4,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,3,71355-PUN
3804,None,Yes,Yes,No,No,No,No,No,No,No,Yes,21,47862-HAR
3805,Deal 1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,3,24092-UTT
3806,Deal 4,Yes,Yes,No,Yes,No,No,No,No,No,Yes,3,68353-PUN
3807,None,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,3,23807-JAM
3808,None,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,9,42457-GUJ
3809,None,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,1,39253-UTT
3810,Deal 2,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,9,82174-TEL
3811,None,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes,3,62274-RAJ
3812,Deal 2,Yes,No,No,No,No,No,No,No,No,Yes,21,26662-KAR
3813,None,Yes,No,No,No,No,No,No,No,No,Yes,21,16322-KAR
3814,None,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,1,29897-AND
3815,None,Yes,No,No,No,No,No,No,No,No,Yes,21,93793-JHA
3816,None,No,No,Yes,No,Yes,Yes,No,No,No,Yes,9,61105-KAR
3817,Deal 2,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,3,18861-JAM
3818,Deal 3,Yes,No,No,No,No,No,No,No,No,Yes,21,86928-HAR
3819,None,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,9,73606-MAH
3820,None,No,No,No,No,No,No,No,No,No,Yes,9,28656-KAR
3821,None,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,3,37857-KAR
3822,Deal 3,Yes,No,No,No,No,No,No,No,No,Yes,21,69544-MAH
3823,None,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,3,75014-MAH
3824,None,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes,1,27743-TAM
3825,None,No,No,No,No,No,No,No,No,No,Yes,9,69524-AND
3826,None,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,3,61862-WES
3827,None,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,9,96039-KER
3828,None,Yes,No,Yes,No,Yes,No,Yes,No,No,Yes,1,37791-HAR
3829,Deal 5,Yes,No,No,No,No,No,Yes,No,No,Yes,3,27963-MAH
3830,None,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,9,44785-TAM
3831,None,Yes,No,No,No,No,No,No,No,No,Yes,21,85274-GUJ
3832,Deal 1,Yes,No,No,No,No,Yes,No,No,No,Yes,1,92439-RAJ
3833,None,Yes,Yes,No,No,Yes,No,Yes,No,No,Yes,3,22951-UTT
3834,None,Yes,No,Yes,No,Yes,No,Yes,No,No,No,9,36410-KAR
3835,None,Yes,No,No,No,No,No,No,Yes,Yes,No,9,47611-WES
3836,None,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,3,74894-BIH
3837,None,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,3,75944-MAD
3838,None,Yes,No,No,No,No,No,No,No,No,Yes,21,41634-KAR
3839,None,Yes,No,No,No,No,No,No,No,No,Yes,21,57779-ASS
3840,None,Yes,Yes,No,No,No,No,No,No,No,Yes,21,27563-RAJ
3841,None,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3,13796-KAR
3842,None,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,3,21636-RAJ
3843,Deal 5,Yes,No,No,No,No,No,No,No,No,Yes,21,65676-JAM
3844,None,Yes,No,No,No,No,No,No,Yes,Yes,Yes,9,95913-BIH
3845,None,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,3,12690-TAM
3846,Deal 3,Yes,No,No,No,No,No,No,No,No,Yes,21,34754-MAH
3847,Deal 4,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,3,74588-HAR
3848,None,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Yes,3,81396-JHA
3849,None,Yes,No,No,No,No,No,No,No,No,Yes,9,95594-TAM
3850,Deal 3,Yes,No,No,No,No,Yes,Yes,No,No,Yes,3,31589-PUN
3851,Deal 3,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,1,63091-MAH
3852,None,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,9,48835-GUJ
3853,None,Yes,No,No,No,No,No,No,No,No,Yes,21,99310-GUJ
3854,None,No,No,No,Yes,No,Yes,No,Yes,No,Yes,9,84065-PUN
3855,Deal 2,No,No,No,No,Yes,No,No,No,No,Yes,1,55004-TEL
3856,Deal 2,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,3,75873-AND
3857,None,Yes,Yes,No,No,Yes,No,No,No,No,Yes,3,81609-DEL
3858,Deal 4,Yes,No,No,No,No,No,No,No,No,Yes,21,98056-CHH
3859,None,Yes,Yes,No,No,No,No,No,No,No,Yes,21,66563-ODI
3860,None,Yes,No,No,No,No,No,No,No,No,Yes,3,49724-TEL
3861,None,Yes,No,Yes,Yes,No,No,No,No,No,Yes,1,13207-MAD
3862,Deal 2,Yes,No,No,No,No,No,No,No,No,Yes,21,61308-ODI
3863,None,Yes,No,No,No,No,No,No,No,No,No,3,55043-UTT
3864,None,Yes,No,No,No,No,No,Yes,No,No,Yes,9,51921-UTT
3865,Deal 2,Yes,No,No,No,No,No,No,No,No,Yes,21,24214-JAM
3866,None,Yes,No,No,No,No,No,No,No,No,Yes,21,26168-BIH
3867,None,Yes,Yes,No,No,No,No,No,No,No,Yes,21,24118-MAH
3868,None,Yes,No,No,No,No,No,No,No,No,No,3,39251-KAR
3869,None,Yes,No,No,No,No,No,No,No,No,Yes,9,13561-JHA
3870,None,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,3,53665-HAR
3871,Deal 4,Yes,Yes,No,No,No,No,No,No,No,Yes,21,41961-AND
3872,Deal 5,Yes,Yes,No,No,Yes,No,No,No,No,Yes,3,96754-TEL
3873,Deal 5,Yes,No,No,No,No,No,No,No,No,Yes,21,43604-TAM
3874,None,Yes,No,No,No,No,No,No,No,No,Yes,21,52695-UTT
3875,Deal 5,Yes,No,No,No,Yes,No,No,No,No,No,3,81048-UTT
3876,None,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,3,39606-TAM
3877,None,Yes,No,Yes,Yes,No,No,No,No,No,Yes,3,71205-KAR
3878,Deal 2,Yes,No,No,No,No,No,No,No,No,Yes,21,46200-MAD
3879,Deal 5,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,3,58153-KER
3880,Deal 5,Yes,No,No,Yes,No,Yes,Yes,No,No,Yes,1,42575-JAM
3881,Deal 1,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,3,18670-CHH
3882,Deal 5,Yes,Yes,No,No,No,No,Yes,No,No,No,3,65672-RAJ
3883,Deal 3,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,3,38602-JAM
3884,None,Yes,Yes,No,No,No,No,No,No,No,Yes,3,29799-WES
3885,None,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,3,39216-JHA
3886,None,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3,36437-MAH
3887,None,Yes,No,Yes,No,Yes,No,No,No,No,Yes,9,31545-HAR
3888,Deal 2,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,3,23791-RAJ
3889,Deal 4,Yes,No,No,No,No,No,No,No,No,Yes,21,52182-PUN
3890,None,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,1,89933-JAM
3891,Deal 5,Yes,No,No,No,No,No,No,No,No,No,3,62386-UTT
3892,None,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,3,82837-UTT
3893,None,No,No,No,No,No,No,No,No,No,Yes,9,81952-MAH
3894,Deal 5,Yes,No,Yes,Yes,No,No,No,No,No,Yes,9,56942-HAR
3895,None,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,3,76184-CHH
3896,Deal 5,Yes,No,No,No,Yes,No,Yes,No,No,Yes,3,87408-ODI
3897,Deal 1,Yes,Yes,No,No,No,No,No,No,No,Yes,21,39045-TEL
3898,None,Yes,Yes,No,No,Yes,No,No,No,No,Yes,3,72323-KER
3899,Deal 5,Yes,No,No,No,No,No,No,No,No,Yes,3,89303-AND
3900,None,Yes,No,No,No,No,Yes,No,No,No,Yes,9,48549-HAR
3901,None,Yes,No,No,No,No,No,No,No,No,Yes,21,35811-UTT
3902,None,Yes,No,No,No,No,No,No,No,No,Yes,3,26267-AND
3903,None,Yes,Yes,No,No,No,No,No,No,No,Yes,21,72796-HAR
3904,None,Yes,Yes,Yes,No,No,No,No,No,No,Yes,3,81623-ODI
3905,None,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,3,45522-ODI
3906,Deal 4,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,3,21258-KAR
3907,None,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,9,52889-BIH
3908,None,Yes,No,No,No,No,No,No,No,No,Yes,21,94988-ODI
3909,Deal 2,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,9,34527-PUN
3910,None,Yes,No,No,No,No,No,No,No,No,Yes,21,99015-AND
3911,None,Yes,Yes,No,No,No,No,No,No,No,Yes,21,67253-GUJ
3912,None,Yes,No,No,No,No,No,No,No,No,Yes,21,68740-CHH
3913,None,Yes,Yes,Yes,No,No,No,Yes,No,No,No,3,55194-AND
3914,None,Yes,No,No,No,No,No,No,No,No,Yes,21,32874-WES
3915,None,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,3,16549-TEL
3916,None,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,3,11410-AND
3917,Deal 5,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,9,19747-WES
3918,Deal 2,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,3,14925-UTT
3919,Deal 4,Yes,No,Yes,No,No,No,No,No,Yes,Yes,1,42150-BIH
3920,None,No,No,No,No,No,Yes,No,Yes,Yes,Yes,1,46832-BIH
3921,None,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,9,48074-MAD
3922,Deal 2,Yes,No,No,No,No,No,No,No,No,Yes,21,19122-KAR
3923,None,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,3,33257-TAM
3924,Deal 2,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,3,98982-UTT
3925,None,Yes,No,No,No,No,No,No,No,No,Yes,21,37636-WES
3926,Deal 5,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,3,87661-JAM
3927,Deal 2,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,3,97810-GUJ
3928,Deal 3,No,No,No,No,No,No,No,Yes,No,No,9,47562-UTT
3929,None,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Yes,3,59648-JAM
3930,Deal 5,No,No,No,No,No,No,No,No,No,Yes,1,15121-UTT
3931,None,Yes,Yes,No,Yes,No,No,No,No,No,Yes,3,92997-UTT
3932,Deal 4,Yes,No,No,No,No,No,No,No,No,Yes,9,75914-MAH
3933,None,Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,3,58784-JAM
3934,None,Yes,No,No,Yes,No,No,No,No,No,Yes,1,78997-WES
3935,None,Yes,No,No,Yes,No,No,Yes,No,No,No,3,53253-GUJ
3936,None,Yes,Yes,No,No,No,No,No,No,No,Yes,3,47946-MAH
3937,Deal 2,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,3,45501-AND
3938,None,Yes,No,No,No,No,No,No,No,No,Yes,21,97298-KAR
3939,Deal 2,No,No,Yes,No,Yes,Yes,Yes,No,No,Yes,1,34084-TEL
3940,None,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,3,63402-TAM
3941,None,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,3,79465-HAR
3942,Deal 2,Yes,Yes,No,No,No,No,No,No,No,Yes,21,14579-KAR
3943,None,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,3,91571-MAD
3944,Deal 5,No,No,No,No,Yes,No,No,Yes,Yes,Yes,9,76432-GUJ
3945,Deal 1,Yes,Yes,No,No,No,No,No,No,No,Yes,3,35207-MAD
3946,None,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,3,46241-KER
3947,Deal 5,No,No,No,Yes,Yes,Yes,No,No,No,Yes,9,24550-PUD
3948,Deal 1,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,1,92703-MAH
3949,Deal 1,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,3,75973-KAR
3950,Deal 1,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,1,84241-KAR
3951,None,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,3,35643-UTT
3952,Deal 1,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,3,22705-MAH
3953,None,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,3,72309-BIH
3954,None,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,3,98128-JAM
3955,None,Yes,No,No,No,No,No,No,No,No,Yes,21,74495-WES
3956,None,Yes,No,No,No,No,No,No,No,No,Yes,21,45932-JAM
3957,None,Yes,No,No,No,No,No,No,No,No,Yes,1,81360-ODI
3958,None,Yes,Yes,No,Yes,No,No,Yes,No,No,No,3,74826-TAM
3959,Deal 2,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,3,61505-PUN
3960,Deal 1,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3,97191-TEL
3961,Deal 4,Yes,No,No,No,No,No,No,No,No,Yes,21,84005-MAD
3962,Deal 2,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,9,53716-GUJ
3963,None,Yes,No,No,No,No,No,No,No,No,No,9,33296-AND
3964,None,No,No,No,No,No,No,Yes,No,No,No,9,21479-PUN
3965,None,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,3,69717-BIH
3966,Deal 1,Yes,Yes,No,No,No,No,No,No,No,Yes,21,99721-TEL
3967,None,No,No,Yes,No,Yes,No,No,No,No,Yes,9,21577-PUN
3968,Deal 5,Yes,Yes,No,No,No,No,No,No,No,Yes,21,25048-TEL
3969,Deal 4,Yes,No,No,No,No,Yes,Yes,No,No,Yes,3,52985-ASS
3970,Deal 4,Yes,No,No,No,No,Yes,No,No,Yes,Yes,9,28710-WES
3971,Deal 1,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,9,27711-MAH
3972,None,Yes,No,No,No,No,No,No,No,No,Yes,21,76362-PUN
3973,Deal 5,Yes,Yes,Yes,No,No,No,No,No,No,Yes,9,64394-TAM
3974,None,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes,9,35717-JHA
3975,None,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,3,82744-AND
3976,None,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,9,27180-UTT
3977,None,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,3,56365-MAH
3978,Deal 5,Yes,No,No,No,Yes,Yes,No,No,No,Yes,3,63952-KER
3979,Deal 5,Yes,No,No,No,No,No,No,No,No,Yes,21,72968-BIH
3980,None,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,3,83625-JAM
3981,Deal 4,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,3,61256-MAH
3982,None,Yes,Yes,Yes,No,No,No,No,No,No,Yes,1,25078-BIH
3983,Deal 5,Yes,No,No,No,No,No,No,No,No,Yes,21,28434-WES
3984,Deal 1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,9,18641-BIH
3985,Deal 5,Yes,No,No,No,No,No,No,Yes,Yes,No,3,69374-KAR
3986,Deal 1,Yes,No,No,No,No,No,No,No,No,Yes,21,64276-MAH
3987,None,No,No,Yes,Yes,No,No,No,No,No,No,9,14888-MAD
3988,None,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,3,47070-TAM
3989,Deal 2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3,58230-AND
3990,Deal 1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,9,44640-ODI
3991,None,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,3,45118-HAR
3992,None,Yes,Yes,No,No,No,No,No,No,No,Yes,21,31419-UTT
3993,None,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,3,23806-JAM
3994,Deal 1,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,3,69107-KAR
3995,None,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,1,94921-ODI
3996,Deal 3,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes,9,38407-WES
3997,None,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,1,83461-ODI
3998,None,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,9,26540-TEL
3999,Deal 5,No,No,No,No,No,No,Yes,No,No,Yes,9,68606-GUJ
4000,Deal 5,Yes,No,Yes,Yes,No,No,No,No,No,Yes,3,29218-WES
4001,None,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,3,79700-KER
4002,Deal 4,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,9,14277-WES
4003,Deal 2,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,9,11535-WES
4004,Deal 1,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,9,66867-WES
4005,None,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,9,59610-RAJ
4006,None,Yes,No,No,No,No,No,No,No,No,Yes,21,99559-UTT
4007,None,Yes,No,No,No,No,No,No,No,No,Yes,21,43800-KAR
4008,Deal 5,Yes,No,No,No,No,No,No,No,No,Yes,21,12112-MAD
4009,None,Yes,No,No,No,Yes,No,No,No,No,Yes,1,21338-TAM
4010,Deal 4,Yes,No,No,No,No,No,No,No,No,Yes,21,71785-AND
4011,Deal 5,Yes,No,No,No,No,Yes,Yes,No,No,Yes,1,18618-TAM
4012,None,Yes,No,No,No,No,Yes,No,No,No,Yes,9,35673-UTT
4013,Deal 1,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,3,45432-KER
4014,None,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,9,41068-TAM
4015,None,Yes,No,No,No,No,No,No,No,No,Yes,21,41929-UTT
4016,Deal 3,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,9,16462-TAM
4017,Deal 3,Yes,Yes,No,No,No,No,No,No,No,Yes,21,47731-TAM
4018,None,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,9,47924-RAJ
4019,Deal 2,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,9,33572-UTT
4020,Deal 2,Yes,No,No,No,No,No,No,No,No,Yes,21,16874-UTT
4021,Deal 1,Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,9,56815-KAR
4022,Deal 1,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,3,73022-MAH
4023,Deal 5,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,3,77336-UTT
4024,None,Yes,No,No,No,No,No,No,No,No,Yes,21,94270-MAD
4025,Deal 2,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,3,35498-MAH
4026,None,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,1,56177-KAR
4027,Deal 1,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,3,81840-KAR
