Customer_ID,Gender,Age,Married,Number_of_Referrals,Tenure_in_Months,churn_id,state_id
57256-BIH,Female,18,No,9,7,18,16
57274-PUN,Female,56,No,15,24,1,26
57276-ASS,Male,61,Yes,8,36,1,46
57284-MAH,Male,46,Yes,5,31,1,2
57292-AND,Female,46,No,5,19,1,19
57297-KAR,Female,41,No,2,13,1,4
57324-ODI,Male,58,Yes,2,17,1,69
57326-JAM,Female,24,Yes,5,9,20,41
57338-TAM,Female,54,No,11,14,26,5
57339-JHA,Male,30,Yes,8,26,1,29
57345-TAM,Female,53,Yes,14,13,1,5
57368-KER,Female,58,Yes,10,2,1,73
57402-PUD,Male,26,No,9,4,19,238
57405-TAM,Female,49,Yes,12,27,22,5
57417-WES,Female,41,No,6,6,409,3
57439-AND,Female,47,Yes,9,5,1,19
57446-HAR,Female,38,No,4,36,22,32
57456-CHH,Male,72,Yes,15,6,20,25
57456-PUN,Male,55,No,2,18,1,26
57457-MAD,Female,46,No,14,34,18,20
57461-GUJ,Male,41,Yes,4,27,1,8
57465-TAM,Male,66,No,11,2,1,5
57477-WES,Male,74,Yes,6,31,3,3
57488-KAR,Female,73,Yes,9,19,212,4
57489-UTT,Male,24,Yes,1,2,1,10
57496-KER,Female,58,Yes,3,30,4,73
57496-TEL,Female,39,No,3,6,1,6
57497-TEL,Male,63,Yes,8,9,1,6
57502-KAR,Female,59,Yes,8,4,1,4
57506-ASS,Female,78,No,4,15,1,46
57527-TAM,Female,26,Yes,14,12,1,5
57530-KAR,Male,66,Yes,4,29,1,4
57568-KER,Female,39,No,14,15,63,73
57571-RAJ,Male,49,Yes,8,6,1,11
57571-TAM,Female,34,Yes,1,4,1,5
57591-AND,Male,61,Yes,4,12,1,19
57610-JAM,Female,79,No,2,24,63,41
57622-TAM,Female,26,Yes,10,34,1,5
57663-HAR,Male,55,No,14,16,1,32
57673-ODI,Female,29,Yes,1,10,26,69
57677-GUJ,Male,51,Yes,13,16,1,8
57681-ODI,Female,77,No,10,28,1,69
57712-JAM,Female,29,Yes,15,8,20,41
57724-MAH,Female,25,Yes,2,7,1,2
57738-GUJ,Female,52,Yes,1,29,1,8
57765-TAM,Male,37,Yes,14,17,3,5
57776-WES,Male,25,Yes,7,27,5,3
57779-ASS,Male,30,Yes,7,29,26,46
57780-BIH,Female,57,No,10,30,63,16
57784-UTT,Male,80,Yes,4,8,5,10
57809-JAM,Female,22,No,8,10,4,41
57810-WES,Female,25,Yes,13,15,1,3
57814-JAM,Female,59,Yes,0,15,22,41
57868-UTT,Female,58,No,11,13,67,10
57878-MAH,Female,54,No,13,33,1,2
57883-WES,Male,48,Yes,14,33,193,3
57886-CHH,Female,19,No,3,12,1,25
57919-TEL,Male,66,No,7,5,67,6
58004-TAM,Female,57,No,14,4,1,5
58044-KAR,Female,31,No,5,13,18,4
58047-MAH,Male,76,Yes,0,4,1,2
58049-MAD,Female,77,No,15,15,3,20
58051-BIH,Male,28,Yes,2,13,1,16
58079-MAH,Male,56,No,6,29,1,2
58091-MAD,Female,40,No,2,14,3,20
58100-CHH,Male,74,No,10,12,20,25
58113-TAM,Male,46,Yes,8,1,1,5
58127-KER,Female,63,Yes,14,2,20,73
58134-AND,Male,45,No,12,16,1,19
58150-AND,Male,38,No,8,21,1,19
58153-KER,Female,75,No,10,2,3,73
58154-PUD,Male,58,Yes,11,1,1,238
58156-KAR,Female,56,Yes,8,23,1,4
58161-TAM,Male,58,No,1,26,3,5
58163-PUN,Female,43,Yes,7,29,1,26
58176-WES,Female,58,No,10,36,1,3
58178-ODI,Male,65,No,6,31,1,69
58181-HAR,Female,77,No,15,19,4,32
58209-MAH,Female,59,Yes,14,16,1,2
58224-AND,Female,66,No,1,28,1,19
58230-AND,Male,22,No,13,9,1,19
58240-TAM,Male,41,Yes,6,1,5,5
58270-WES,Male,55,Yes,12,32,1,3
58272-JHA,Female,49,No,12,28,25,29
58276-MAH,Female,57,No,12,4,1,2
58303-BIH,Female,51,No,0,31,1,16
58317-MAD,Male,77,No,5,33,1,20
58319-UTT,Female,24,No,4,11,1,51
58325-MAD,Female,61,No,13,35,1,20
58331-GUJ,Female,23,No,13,8,1,8
58332-DEL,Male,35,No,12,1,1,1
58352-TAM,Female,54,Yes,0,6,1,5
58353-MAH,Female,45,Yes,14,13,1,2
58354-JAM,Male,76,Yes,10,6,20,41
58372-KAR,Female,75,No,6,10,1,4
58381-GUJ,Female,69,No,2,13,3,8
58383-AND,Female,42,No,6,34,1,19
58467-MAH,Female,56,Yes,12,25,1,2
58500-BIH,Female,74,No,1,5,63,16
58516-UTT,Female,69,No,4,30,1,10
58518-JAM,Male,74,No,7,12,1,41
58522-RAJ,Female,55,Yes,6,5,1,11
58571-GUJ,Male,50,No,10,22,1,8
58577-ODI,Female,44,Yes,7,36,18,69
58578-TEL,Female,37,No,9,31,1,6
58581-TAM,Male,50,No,6,7,1,5
58582-MAD,Female,36,Yes,1,27,1,20
58606-HAR,Female,27,No,7,9,1,32
58609-ASS,Female,35,Yes,8,32,67,46
58625-JAM,Female,70,Yes,14,17,3,41
58665-PUN,Male,75,Yes,4,15,1,26
58671-UTT,Female,51,Yes,4,22,1,51
58681-MAH,Female,55,No,0,33,1,2
58686-MAH,Female,54,No,9,18,1,2
58707-KAR,Female,22,Yes,13,1,1,4
58740-PUN,Male,49,Yes,14,33,1,26
58748-KER,Female,34,No,15,22,4,73
58749-MAD,Female,63,Yes,7,9,1,20
58750-MAH,Female,33,Yes,12,15,1,2
58762-GUJ,Female,56,Yes,12,6,1,8
58765-HAR,Female,18,No,15,1,1,32
58784-ASS,Female,80,Yes,2,29,20,46
58784-JAM,Female,58,Yes,0,6,1,41
58795-UTT,Male,39,Yes,9,22,1,10
58800-BIH,Male,56,No,13,21,1,16
58802-TAM,Female,42,Yes,0,32,20,5
58816-TAM,Female,70,Yes,14,20,1,5
58816-WES,Male,78,Yes,4,17,1,3
58818-MAH,Female,19,No,8,9,1,2
58826-TAM,Female,27,No,8,8,1,5
58830-BIH,Female,52,Yes,11,30,1,16
58833-WES,Female,40,Yes,8,11,72,3
58840-ODI,Female,73,No,15,13,20,69
58841-KAR,Male,44,Yes,8,32,1,4
58848-PUN,Male,58,Yes,14,18,18,26
58849-TAM,Male,50,Yes,10,3,1,5
58852-ASS,Female,51,No,7,21,1,46
58904-TAM,Male,75,Yes,1,4,63,5
58919-GUJ,Male,49,Yes,7,28,1,8
58920-WES,Female,46,No,8,14,1,3
58929-RAJ,Female,24,No,10,2,1,11
58933-TEL,Male,75,Yes,2,13,86,6
58935-KAR,Female,20,No,11,6,1,4
58967-BIH,Female,39,Yes,12,9,67,16
58967-TEL,Female,65,Yes,14,15,1,6
58974-MAD,Male,34,No,11,14,18,20
59003-HAR,Female,54,No,8,31,1,32
59028-WES,Female,28,Yes,6,15,1,3
59029-PUN,Female,45,No,8,31,3,26
59068-JAM,Female,32,No,2,34,20,41
59111-UTT,Male,53,No,2,34,1,10
59124-MAH,Female,43,Yes,10,24,1,2
59156-WES,Female,74,Yes,2,25,1,3
59157-KAR,Female,24,No,6,4,1,4
59170-HAR,Female,35,Yes,3,7,1,32
59174-AND,Female,36,Yes,3,13,1,19
59187-BIH,Male,40,No,13,31,26,16
59190-MAD,Male,29,No,0,32,1,20
59199-JAM,Male,61,Yes,2,22,1,41
59202-BIH,Female,18,No,5,5,288,16
59209-MAH,Male,31,No,6,29,25,2
59212-UTT,Male,68,No,11,20,1,10
59220-KAR,Female,73,Yes,11,4,1,4
59230-TAM,Female,29,No,3,18,1,5
59239-AND,Female,51,Yes,10,13,1,19
59246-MAH,Male,32,Yes,6,20,1,2
59258-ODI,Female,37,Yes,14,35,1,69
59258-TEL,Male,48,Yes,12,24,1,6
59266-MAH,Male,21,No,0,6,1,2
59273-JAM,Female,36,No,3,36,20,41
59292-AND,Male,54,Yes,6,27,5,19
59298-TEL,Female,29,Yes,1,34,1,6
59308-UTT,Female,73,Yes,7,20,193,10
59324-UTT,Female,74,No,9,19,1,10
59339-MAH,Female,48,No,13,22,1,2
59370-WES,Male,52,No,2,30,1,3
59386-AND,Female,30,No,4,27,1,19
59386-JAM,Female,28,No,1,13,20,41
59387-MAH,Female,68,No,14,1,72,2
59403-KER,Male,51,Yes,8,3,1,73
59408-AND,Male,27,Yes,14,8,1,19
59410-MAH,Male,50,No,5,17,1,2
59433-BIH,Female,65,No,8,29,3,16
59467-JAM,Female,21,Yes,12,1,1,41
59491-TAM,Female,20,Yes,6,8,193,5
59500-HAR,Male,65,No,7,17,1,32
59509-ODI,Male,27,No,5,20,1,69
59510-UTT,Female,77,Yes,12,23,1,10
59527-HAR,Female,64,Yes,10,35,1,32
59552-UTT,Female,51,Yes,4,14,1,10
59558-MAH,Female,37,No,9,20,22,2
59560-TEL,Female,49,Yes,4,16,67,6
59564-PUN,Female,62,Yes,14,1,1,26
59588-JAM,Male,57,Yes,2,22,20,41
59588-RAJ,Male,49,Yes,2,4,1,11
59590-JHA,Female,63,Yes,11,6,1,29
59594-TAM,Male,50,Yes,0,27,1,5
59601-HAR,Male,60,Yes,7,6,1,32
59610-RAJ,Female,42,No,2,6,20,11
59612-RAJ,Female,57,Yes,13,32,1,11
59635-TAM,Female,60,Yes,8,14,1,5
59647-MAH,Male,60,No,11,3,20,2
59648-JAM,Female,66,No,2,4,20,41
59649-UTT,Female,39,Yes,5,20,25,10
59658-JAM,Female,24,No,6,10,20,41
59659-RAJ,Male,74,No,8,25,26,11
59675-JAM,Female,37,No,14,11,288,41
59701-MAH,Female,43,Yes,4,17,1,2
59715-GUJ,Female,36,No,8,36,1,8
59719-MAH,Male,52,No,8,32,1,2
59723-RAJ,Male,34,No,13,6,1,11
59724-JHA,Female,44,No,3,33,1,29
59731-HAR,Female,24,No,15,9,1,32
59749-TAM,Male,39,No,6,26,1,5
59750-AND,Female,49,Yes,11,4,18,19
59762-BIH,Male,67,Yes,8,3,1,16
59763-DEL,Male,22,Yes,1,3,1,1
59775-KAR,Female,44,No,11,36,1,4
59786-WES,Female,65,No,10,10,1,3
59787-KAR,Male,79,No,3,21,4,4
59807-JHA,Female,25,Yes,14,25,26,29
59818-TEL,Female,32,No,0,26,1,6
59829-UTT,Female,59,Yes,8,34,1,10
59861-AND,Male,56,No,13,24,26,19
59867-MAD,Female,23,No,9,6,3,20
59873-BIH,Female,53,Yes,10,23,1,16
59905-TEL,Female,72,No,5,36,1,6
59940-MAH,Male,72,Yes,11,13,1,2
59946-UTT,Male,34,No,11,2,1,10
59949-KAR,Female,39,Yes,7,10,1,4
59955-TAM,Male,39,Yes,5,34,1,5
59959-KAR,Female,57,No,0,29,3,4
59961-UTT,Male,39,Yes,12,3,1,51
59998-RAJ,Female,58,No,7,30,1,11
61006-AND,Female,84,No,0,7,1,19
61008-KAR,Female,46,Yes,3,33,193,4
61025-KER,Female,58,Yes,1,21,3,73
61025-MAH,Female,45,No,4,16,18,2
61027-DEL,Male,74,No,6,36,26,1
61036-KER,Male,81,Yes,10,30,1,73
61037-KAR,Female,76,No,2,17,1,4
61043-JAM,Female,73,No,11,34,20,41
61054-ASS,Male,69,Yes,1,35,3,46
61061-TAM,Male,31,Yes,1,21,1,5
61073-TAM,Female,25,Yes,5,12,1,5
61080-RAJ,Male,49,No,7,34,1,11
61105-KAR,Female,23,No,5,3,1,4
61112-KER,Female,53,Yes,10,7,1,73
61112-TAM,Male,43,Yes,6,17,25,5
61123-BIH,Female,33,No,10,3,1,16
61181-BIH,Male,41,No,14,24,1,16
61183-KAR,Female,58,Yes,12,33,1,4
61190-JAM,Female,43,Yes,1,2,20,41
61203-PUN,Female,19,No,11,11,18,26
61204-UTT,Female,37,No,15,8,1,10
61215-AND,Female,26,No,14,22,1,19
61217-UTT,Male,61,Yes,2,20,1,10
61221-MAH,Male,51,Yes,2,10,1,2
61243-UTT,Male,66,No,9,2,1,10
61256-MAH,Female,34,No,13,16,1,2
61257-UTT,Male,40,Yes,6,32,1,10
61270-KER,Female,27,Yes,0,3,1,73
61271-KAR,Male,53,Yes,15,17,1,4
61282-AND,Male,36,Yes,6,22,193,19
61289-MAH,Female,37,Yes,13,8,1,2
61298-TAM,Male,49,No,1,20,1,5
61308-ODI,Female,21,Yes,15,7,1,69
61318-ASS,Female,24,Yes,2,6,3,46
61331-UTT,Male,36,Yes,2,10,18,51
61334-JAM,Female,43,No,11,16,1,41
61369-WES,Male,53,No,3,35,1,3
61376-AND,Male,65,Yes,4,26,1,19
61399-TAM,Female,37,Yes,7,17,1,5
61407-MAH,Female,79,Yes,12,18,67,2
61409-KAR,Male,53,Yes,0,34,5,4
61417-KAR,Female,44,No,7,8,1,4
61417-UTT,Male,62,No,15,24,1,10
61426-WES,Female,34,Yes,13,8,1,3
61446-TAM,Female,60,No,6,34,72,5
61461-HAR,Female,62,No,10,13,1,32
61474-TEL,Male,52,Yes,11,17,18,6
61477-PUN,Male,24,Yes,2,3,5,26
61487-UTT,Female,30,Yes,11,32,1,10
61488-DEL,Female,35,No,15,29,1,1
61504-PUN,Male,40,No,7,11,1,26
61505-PUN,Male,33,Yes,2,5,1,26
61530-PUN,Female,30,No,6,13,1,26
61572-GUJ,Male,22,No,12,9,1,8
61574-KAR,Male,46,No,10,13,1,4
61585-TEL,Male,42,No,2,33,1,6
61598-ASS,Female,39,No,10,14,267,46
61609-JHA,Male,51,No,4,36,72,29
61611-DEL,Female,60,No,1,36,1,1
61634-MAD,Female,53,Yes,15,19,1,20
61657-PUN,Male,32,Yes,2,6,1,26
61677-AND,Female,66,Yes,3,29,1,19
61700-RAJ,Female,40,No,1,36,1,11
61730-AND,Female,67,No,1,21,1,19
61750-BIH,Female,50,No,8,35,1,16
61760-TAM,Female,31,No,0,4,1,5
61770-AND,Male,79,No,0,25,1,19
61771-MAD,Female,30,No,1,27,1,20
61781-UTT,Female,59,Yes,8,35,1,10
61783-KAR,Female,64,No,14,31,1,4
61798-PUN,Male,48,No,1,22,1,26
61811-KER,Female,35,Yes,7,31,267,73
61819-HAR,Female,42,Yes,15,1,1,32
61836-MAH,Male,37,No,2,36,1,2
61862-WES,Male,55,No,10,15,1,3
61871-MAD,Female,41,No,15,27,1,20
61877-CHH,Male,70,No,0,34,1,25
61889-AND,Female,29,Yes,4,23,1,19
61892-MAH,Female,68,Yes,4,17,22,2
61893-TEL,Female,27,Yes,9,12,1,6
61904-KER,Female,56,Yes,3,36,1,73
61912-KER,Male,57,No,8,16,1,73
61919-BIH,Female,79,No,2,25,20,16
61933-WES,Male,77,No,5,2,1,3
61945-AND,Female,64,Yes,14,17,193,19
61962-KAR,Male,36,Yes,15,15,1,4
62021-RAJ,Female,69,Yes,2,9,1,11
62027-KER,Male,54,Yes,8,23,1,73
62038-RAJ,Male,46,Yes,6,34,1,11
62052-BIH,Male,66,Yes,3,9,1,16
62078-BIH,Female,39,Yes,3,23,1,16
62078-GUJ,Male,40,No,14,5,1,8
62096-KAR,Female,83,No,12,36,1,4
62103-BIH,Female,49,No,5,32,1,16
62110-WES,Male,27,No,10,30,1,3
62145-UTT,Female,21,No,10,10,1,10
62147-TEL,Female,38,No,3,13,1,6
62148-JAM,Male,21,Yes,1,1,20,41
62164-TAM,Female,76,No,6,7,1,5
62238-KER,Female,26,No,2,8,3,73
62238-PUN,Female,74,Yes,11,15,1,26
62244-HAR,Male,58,No,15,7,1,32
62274-RAJ,Male,76,No,3,27,1,11
62310-WES,Female,46,Yes,12,2,1,3
62337-MAD,Female,69,Yes,12,35,1,20
62343-TEL,Female,49,No,2,29,1,6
62359-AND,Female,48,Yes,5,24,18,19
62371-KAR,Female,53,Yes,15,29,1,4
62375-JAM,Female,62,Yes,3,25,3,41
62377-WES,Female,42,No,0,15,1,3
62381-AND,Female,25,No,8,5,1,19
62386-UTT,Male,44,Yes,4,26,22,10
62410-ODI,Female,64,No,1,26,1,69
62464-MAD,Female,46,No,6,8,25,20
62467-ASS,Female,33,Yes,6,10,20,46
62467-GUJ,Female,44,Yes,8,4,20,8
62467-ODI,Female,30,Yes,1,7,1,69
62473-JAM,Male,60,Yes,1,14,1,41
62480-MAH,Female,31,No,0,25,1,2
62497-BIH,Female,20,No,0,2,18,16
62535-AND,Male,42,No,8,22,18,19
62544-GUJ,Female,63,Yes,14,33,1,8
62569-UTT,Male,24,No,1,4,1,10
62570-BIH,Female,38,Yes,11,28,1,16
62571-AND,Female,66,No,0,21,1,19
62577-MAH,Female,26,Yes,12,14,1,2
62597-AND,Female,74,Yes,12,25,1,19
62597-UTT,Male,33,Yes,0,29,1,10
62603-TEL,Male,45,No,10,35,1,6
62607-HAR,Male,24,No,10,6,1,32
62631-TAM,Female,65,No,7,11,3,5
62641-KAR,Female,73,Yes,11,32,288,4
62656-BIH,Male,53,Yes,5,21,86,16
62656-MAH,Female,54,Yes,10,14,1,2
62657-MAH,Male,21,Yes,6,2,1,2
62663-TAM,Female,23,Yes,13,11,26,5
62667-PUN,Male,71,Yes,5,25,3,26
62683-UTT,Female,30,No,12,20,1,10
62686-HAR,Female,52,Yes,1,21,1,32
62725-PUD,Male,78,No,4,25,1,238
62729-WES,Female,42,Yes,1,35,1,3
62731-KER,Male,69,Yes,8,21,22,73
62759-MAH,Male,44,No,8,21,26,2
62771-ASS,Female,19,No,10,11,1,46
62794-MAD,Female,40,No,12,16,1,20
62802-TEL,Female,52,Yes,0,33,212,6
62807-JHA,Male,76,Yes,5,32,22,29
62817-ASS,Female,64,No,6,34,1,46
62820-DEL,Male,40,No,13,33,1,1
62829-RAJ,Male,58,No,15,3,1,11
62842-HAR,Male,33,Yes,11,25,18,32
62854-MAH,Male,70,No,6,2,1,2
62857-PUN,Female,74,No,12,9,5,26
62867-GUJ,Female,31,No,12,13,1,8
62880-DEL,Female,47,No,2,12,1,1
62880-HAR,Male,28,No,2,33,1,32
62886-RAJ,Female,78,No,4,10,3,11
62910-ASS,Male,44,No,5,1,20,46
62959-PUN,Male,59,Yes,7,6,212,26
62961-TEL,Female,32,Yes,0,24,1,6
62966-TAM,Female,39,No,5,24,1,5
62968-UTT,Female,18,No,4,3,18,10
62989-TAM,Female,25,No,10,21,1,5
62994-KER,Male,41,Yes,1,36,1,73
62994-UTT,Female,67,No,13,21,1,10
63004-WES,Female,70,Yes,7,22,1,3
63009-PUN,Female,41,Yes,1,15,1,26
63030-MAH,Male,44,Yes,13,19,3,2
63062-GUJ,Female,74,No,8,2,1,8
63064-WES,Female,70,No,1,34,1,3
63067-KER,Male,26,No,12,34,72,73
63076-KAR,Male,30,Yes,8,31,1,4
63087-PUN,Female,59,No,2,26,1,26
63091-MAH,Female,30,Yes,12,26,1,2
63091-WES,Female,61,Yes,13,16,1,3
63113-ASS,Female,27,No,10,20,1,46
63117-BIH,Female,51,No,1,27,1,16
63125-MAD,Female,50,No,6,33,1,20
63129-PUN,Female,77,Yes,5,19,63,26
63137-TAM,Female,18,No,12,12,20,5
63165-JAM,Female,70,Yes,10,13,20,41
63169-PUN,Female,37,No,6,21,141,26
63182-TEL,Female,35,No,12,34,1,6
63192-MAH,Male,54,No,1,23,1,2
63196-TEL,Male,33,No,6,20,1,6
63217-PUN,Male,28,No,2,17,1,26
63237-DEL,Female,19,No,15,10,20,1
63252-JAM,Male,72,Yes,0,14,20,41
63295-KER,Male,70,Yes,12,6,1,73
63298-MAH,Female,38,No,11,32,1,2
63300-UTT,Male,58,No,4,1,26,10
63303-TAM,Male,25,No,10,28,63,5
63305-KAR,Male,40,Yes,6,16,72,4
63307-TEL,Male,23,Yes,13,8,1,6
63309-MAH,Female,75,Yes,2,14,19,2
63314-PUN,Male,43,Yes,12,31,1,26
63347-TEL,Male,32,Yes,13,4,1,6
63359-JAM,Male,68,Yes,6,12,1,41
63402-TAM,Female,64,No,12,28,1,5
63418-UTT,Female,41,No,0,5,63,10
63419-KAR,Female,59,No,10,34,1,4
63434-BIH,Female,43,No,6,22,1,16
63437-MAH,Female,34,Yes,12,16,1,2
63441-RAJ,Male,40,Yes,13,13,267,11
63457-UTT,Male,33,Yes,7,16,1,10
63458-GUJ,Male,61,No,5,36,1,8
63463-UTT,Female,64,No,9,18,63,10
63464-AND,Male,48,No,7,5,18,19
63464-ODI,Male,54,Yes,12,20,1,69
63477-AND,Female,18,No,9,1,3,19
63480-TEL,Female,22,No,14,6,1,6
63487-MAH,Female,36,Yes,8,34,18,2
63499-AND,Male,50,Yes,5,28,22,19
63502-GUJ,Male,32,No,2,11,1,8
63512-TAM,Female,21,Yes,9,9,1,5
63513-TEL,Female,35,No,15,30,1,6
63539-GUJ,Female,25,Yes,8,9,1,8
63548-GUJ,Female,55,Yes,15,16,1,8
63551-TAM,Male,56,Yes,14,28,1,5
63565-JAM,Female,38,Yes,8,10,1,41
63592-RAJ,Female,31,Yes,3,26,1,11
63602-PUN,Female,19,No,4,2,1,26
63605-HAR,Male,46,Yes,14,30,409,32
63608-UTT,Female,47,No,6,11,1,10
63610-TAM,Female,40,Yes,4,23,1,5
63614-WES,Female,58,No,3,23,1,3
63633-KAR,Male,65,Yes,11,24,1,4
63662-TAM,Male,25,Yes,6,30,1,5
63682-JHA,Male,45,Yes,11,21,1,29
63688-HAR,Female,44,Yes,13,11,1,32
63724-WES,Male,37,Yes,9,24,1,3
63739-BIH,Female,22,Yes,2,12,20,16
63739-KAR,Male,60,Yes,10,8,63,4
63751-BIH,Female,63,No,9,11,1,16
63752-KAR,Female,47,Yes,3,35,72,4
63809-BIH,Male,70,No,9,16,1,16
63813-ODI,Male,59,No,2,19,1,69
63820-KAR,Male,21,Yes,11,5,1,4
63820-UTT,Female,36,Yes,12,31,67,10
63830-TEL,Male,34,No,4,24,1,6
63831-JAM,Female,83,No,2,21,1,41
63833-TAM,Female,58,No,2,9,26,5
63868-PUN,Female,20,No,15,12,3,26
63880-AND,Male,45,Yes,15,12,141,19
63881-TAM,Female,37,Yes,15,4,1,5
63883-KAR,Female,33,Yes,12,26,18,4
63902-KER,Female,71,Yes,0,31,288,73
63904-ODI,Female,39,No,8,33,1,69
63913-GUJ,Female,22,No,0,3,1,8
63913-JHA,Female,37,No,6,31,1,29
63934-AND,Female,24,No,0,1,1,19
63952-KER,Female,45,Yes,5,16,193,73
63957-BIH,Female,26,No,13,22,1,16
63983-KAR,Male,73,No,8,12,1,4
63987-UTT,Female,44,No,3,30,1,10
64001-KAR,Male,44,No,10,2,1,4
64023-JHA,Female,39,No,9,27,1,29
64028-RAJ,Female,30,Yes,5,22,1,11
64050-UTT,Female,19,No,4,4,1,10
64053-JAM,Male,52,No,4,7,1,41
64056-KAR,Male,79,No,7,6,1,4
64095-BIH,Male,27,No,2,17,18,16
64096-UTT,Female,78,Yes,7,19,1,10
64120-MAH,Male,52,Yes,6,12,25,2
64127-KAR,Female,29,Yes,1,12,1,4
64131-MAH,Female,24,Yes,15,6,1,2
64136-TAM,Female,45,No,15,9,1,5
64151-GUJ,Female,27,Yes,15,21,1,8
64204-PUN,Male,28,Yes,14,2,26,26
64209-KAR,Female,43,Yes,10,24,1,4
64223-UTT,Male,40,Yes,1,27,409,10
64233-GUJ,Female,63,No,4,10,1,8
64242-GUJ,Male,39,No,5,31,4,8
64246-GUJ,Female,72,Yes,7,35,3,8
64255-TAM,Female,20,Yes,2,5,4,5
64258-GUJ,Female,41,No,7,29,1,8
64276-MAH,Male,51,Yes,0,25,1,2
64294-AND,Male,62,No,9,25,1,19
64294-KAR,Female,20,No,14,7,1,4
64297-MAD,Male,23,Yes,7,7,63,20
64312-ASS,Female,27,No,4,35,1,46
64319-KAR,Female,30,Yes,8,20,20,4
64327-AND,Female,59,Yes,8,9,18,19
64339-GUJ,Female,67,No,5,20,1,8
64348-TEL,Female,66,Yes,2,35,72,6
64388-JHA,Male,36,No,13,24,20,29
64394-TAM,Male,76,Yes,0,34,5,5
64398-MAH,Female,43,No,14,15,1,2
64415-AND,Female,63,Yes,6,30,3,19
64439-UTT,Female,19,No,13,5,4,10
64452-AND,Male,60,Yes,11,26,1,19
64454-PUN,Female,61,No,8,24,1,26
64466-JHA,Male,45,Yes,15,11,1,29
64494-TAM,Male,59,Yes,1,16,1,5
64501-KAR,Male,63,No,8,31,26,4
64508-MAD,Male,37,No,9,13,1,20
64512-UTT,Female,49,Yes,12,7,1,10
64525-JHA,Female,70,No,4,20,63,29
64535-TAM,Male,41,Yes,1,11,1,5
64546-HAR,Male,58,Yes,2,22,72,32
64589-TAM,Female,51,No,2,8,1,5
64597-BIH,Male,53,Yes,11,14,1,16
64599-DEL,Female,82,No,15,14,1,1
64604-BIH,Female,51,Yes,10,19,1,16
64615-JAM,Female,54,Yes,12,3,1,41
64617-TAM,Male,46,Yes,6,24,1,5
64635-UTT,Female,18,No,0,3,1,10
64636-KAR,Female,39,Yes,1,11,1,4
64656-MAD,Male,63,Yes,0,27,1,20
64664-TEL,Female,56,Yes,2,8,1,6
64668-JAM,Male,38,No,1,35,1,41
64674-PUN,Male,29,Yes,11,3,1,26
64694-DEL,Male,66,Yes,3,21,1,1
64722-WES,Female,81,Yes,8,2,4,3
64740-JHA,Female,57,Yes,1,6,1,29
64753-ASS,Female,27,No,9,34,20,46
64773-DEL,Female,22,Yes,1,8,20,1
64780-JAM,Male,76,Yes,12,24,20,41
64819-UTT,Female,30,Yes,12,31,1,10
64847-TAM,Female,76,No,11,17,141,5
64852-HAR,Female,47,No,5,22,25,32
64865-KAR,Female,23,No,10,3,1,4
64904-TAM,Female,67,No,7,19,1,5
64905-UTT,Female,64,No,11,27,1,10
64910-ODI,Female,76,Yes,6,7,20,69
64910-PUN,Female,47,Yes,12,30,1,26
64929-HAR,Female,30,Yes,15,28,1,32
64930-RAJ,Female,56,No,4,11,1,11
64957-KAR,Female,51,No,11,4,1,4
64961-MAD,Female,54,Yes,10,7,1,20
65004-UTT,Female,48,Yes,8,12,67,10
65060-KAR,Female,74,Yes,12,4,1,4
65099-KER,Female,31,Yes,14,34,1,73
65153-HAR,Female,54,No,9,4,1,32
65181-MAH,Female,71,No,10,27,1,2
65254-JAM,Female,51,No,6,36,20,41
65281-UTT,Female,19,No,7,9,1,10
65303-RAJ,Female,26,No,15,8,1,11
65329-UTT,Female,47,Yes,4,32,1,10
65337-AND,Male,23,Yes,12,8,1,19
65346-UTT,Male,63,Yes,10,36,1,10
65356-TAM,Female,20,Yes,7,10,1,5
65366-MAH,Female,82,Yes,7,8,1,2
65380-JAM,Female,20,Yes,5,2,1,41
65381-PUN,Female,65,Yes,3,32,1,26
65405-MAH,Female,65,Yes,7,18,18,2
65421-DEL,Female,38,No,10,13,1,1
65424-WES,Male,41,No,9,13,3,3
65431-AND,Female,56,Yes,9,2,1,19
65431-CHH,Female,31,No,12,24,25,25
65450-KAR,Male,51,No,3,28,26,4
65482-GUJ,Female,65,No,10,32,409,8
65493-WES,Female,18,Yes,10,6,20,3
65507-MAH,Male,24,No,5,11,1,2
65509-DEL,Male,61,No,0,25,1,1
65519-KAR,Male,44,No,1,1,1,4
65524-BIH,Female,83,No,2,13,193,16
65528-UTT,Male,24,Yes,14,5,25,10
65531-MAH,Female,55,No,10,22,18,2
65550-WES,Female,27,Yes,15,11,1,3
65556-KAR,Female,79,No,4,35,1,4
65574-MAH,Female,18,No,12,10,1,2
65580-UTT,Male,54,No,6,2,18,10
65598-AND,Male,37,Yes,14,17,22,19
65602-BIH,Female,36,No,8,20,1,16
65611-UTT,Male,70,Yes,6,13,1,10
65618-GUJ,Male,51,Yes,12,24,1,8
65623-AND,Male,43,No,8,26,1,19
65631-RAJ,Female,50,No,15,7,141,11
65643-JAM,Female,70,Yes,0,14,20,41
65672-RAJ,Female,64,Yes,1,6,193,11
65676-JAM,Female,47,Yes,10,22,20,41
65679-ODI,Female,41,No,1,4,1,69
65703-PUN,Male,38,No,5,24,267,26
